name,microseconds
8_14_null_100,160.869000
2_8,156.338000
8_14,156.808000
8_14_null_2,146.737000
8_14_null_10,167.319000
8_14_null_100,160.616000
2_8,156.431000
8_14,156.668000
8_14_null_2,147.018000
8_14_null_10,167.429000
8_14_null_100,160.674000
2_8,156.342000
8_14,156.888000
8_14_null_2,146.931000
8_14_null_10,167.515000
8_14_null_100,160.482000
2_8,156.305000
8_14,156.778000
8_14_null_2,147.088000
8_14_null_10,167.810000
8_14_null_100,160.612000
2_8,156.988000
8_14,156.151000
8_14_null_2,146.366000
8_14_null_10,167.260000
8_14_null_100,160.635000
2_8,156.404000
8_14,156.739000
8_14_null_2,147.147000
8_14_null_10,167.447000
8_14_null_100,160.648000
2_8,156.402000
8_14,156.666000
8_14_null_2,146.732000
8_14_null_10,167.517000
8_14_null_100,160.694000
2_8,156.846000
8_14,156.243000
8_14_null_2,146.730000
8_14_null_10,167.364000
8_14_null_100,160.752000
2_8,156.035000
8_14,157.004000
8_14_null_2,145.413000
8_14_null_10,166.441000
8_14_null_100,160.731000
2_8,156.577000
8_14,156.586000
8_14_null_2,145.383000
8_14_null_10,166.262000
8_14_null_100,160.607000
2_8,156.280000
8_14,156.800000
8_14_null_2,145.838000
8_14_null_10,166.809000
8_14_null_100,160.663000
2_8,156.815000
8_14,156.250000
8_14_null_2,145.368000
8_14_null_10,167.944000
8_14_null_100,160.662000
2_8,156.260000
8_14,156.760000
8_14_null_2,145.381000
8_14_null_10,166.934000
8_14_null_100,160.579000
2_8,156.287000
8_14,156.880000
8_14_null_2,145.427000
8_14_null_10,167.091000
8_14_null_100,160.728000
2_8,156.291000
8_14,156.939000
8_14_null_2,145.432000
8_14_null_10,166.732000
8_14_null_100,160.525000
2_8,156.365000
8_14,156.966000
8_14_null_2,145.777000
8_14_null_10,167.089000
8_14_null_100,160.595000
2_8,156.353000
8_14,156.992000
8_14_null_2,145.490000
8_14_null_10,167.271000
8_14_null_100,160.601000
2_8,156.277000
8_14,156.901000
8_14_null_2,145.458000
8_14_null_10,167.034000
8_14_null_100,160.488000
2_8,156.940000
8_14,156.219000
8_14_null_2,145.495000
8_14_null_10,167.308000
8_14_null_100,160.800000
2_8,160.085000
8_14,157.342000
8_14_null_2,149.841000
8_14_null_10,169.050000
8_14_null_100,160.590000
2_8,156.564000
8_14,156.745000
8_14_null_2,148.638000
8_14_null_10,168.702000
8_14_null_100,160.656000
2_8,156.334000
8_14,156.966000
8_14_null_2,148.031000
8_14_null_10,168.615000
8_14_null_100,160.693000
2_8,156.452000
8_14,156.814000
8_14_null_2,147.657000
8_14_null_10,168.541000
8_14_null_100,160.659000
2_8,156.976000
8_14,156.181000
8_14_null_2,147.825000
8_14_null_10,168.142000
8_14_null_100,160.725000
2_8,156.412000
8_14,157.025000
8_14_null_2,147.518000
8_14_null_10,167.700000
8_14_null_100,160.715000
2_8,156.343000
8_14,156.937000
8_14_null_2,147.173000
8_14_null_10,167.752000
8_14_null_100,160.725000
2_8,156.323000
8_14,156.984000
8_14_null_2,147.575000
8_14_null_10,168.337000
8_14_null_100,160.672000
2_8,156.394000
8_14,156.916000
8_14_null_2,147.302000
8_14_null_10,168.038000
8_14_null_100,160.546000
2_8,156.339000
8_14,156.862000
8_14_null_2,147.488000
8_14_null_10,168.548000
8_14_null_100,160.647000
2_8,156.877000
8_14,156.139000
8_14_null_2,147.224000
8_14_null_10,167.685000
8_14_null_100,160.551000
2_8,156.357000
8_14,156.675000
8_14_null_2,147.451000
8_14_null_10,168.323000
8_14_null_100,160.558000
2_8,156.920000
8_14,156.208000
8_14_null_2,146.734000
8_14_null_10,167.980000
8_14_null_100,160.620000
2_8,156.351000
8_14,156.891000
8_14_null_2,147.642000
8_14_null_10,168.281000
8_14_null_100,160.612000
2_8,157.196000
8_14,157.002000
8_14_null_2,147.503000
8_14_null_10,167.983000
8_14_null_100,160.705000
2_8,156.349000
8_14,156.806000
8_14_null_2,147.961000
8_14_null_10,168.431000
8_14_null_100,160.615000
2_8,156.984000
8_14,156.164000
8_14_null_2,147.555000
8_14_null_10,168.217000
8_14_null_100,160.687000
2_8,156.403000
8_14,156.905000
8_14_null_2,147.679000
8_14_null_10,168.269000
8_14_null_100,160.569000
2_8,156.348000
8_14,156.873000
8_14_null_2,147.619000
8_14_null_10,168.076000
8_14_null_100,160.671000
2_8,157.015000
8_14,156.204000
8_14_null_2,147.630000
8_14_null_10,169.677000
8_14_null_100,160.690000
2_8,156.349000
8_14,156.776000
8_14_null_2,147.714000
8_14_null_10,168.335000
